Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX,gY,gZ
6899,-9.42,-0.26,0.94,26.15,0.03,0.03,0.01
6916,-9.44,-0.25,0.91,26.16,0.03,0.03,0.01
6931,-9.47,-0.26,0.89,26.17,0.03,0.03,0.01
6947,-9.45,-0.29,0.90,26.17,0.03,0.02,0.01
6963,-9.42,-0.27,0.92,26.17,0.03,0.02,0.01
6979,-9.43,-0.27,0.91,26.16,0.03,0.02,0.01
6994,-9.44,-0.28,0.94,26.18,0.03,0.02,0.01
7011,-9.45,-0.30,0.94,26.16,0.03,0.03,0.01
7026,-9.43,-0.27,0.92,26.17,0.03,0.03,0.01
7043,-9.44,-0.26,0.91,26.16,0.03,0.03,0.01
7058,-9.42,-0.29,0.91,26.17,0.03,0.03,0.01
7074,-9.44,-0.27,0.92,26.16,0.03,0.03,0.01
