Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX,gY,gZ
6585,0.48,-9.99,0.40,26.36,0.03,0.03,0.01
6600,0.46,-10.01,0.40,26.35,0.03,0.03,0.01
6617,0.48,-10.00,0.42,26.35,0.03,0.03,0.01
6632,0.48,-10.00,0.37,26.36,0.02,0.03,0.01
6648,0.47,-9.98,0.40,26.36,0.02,0.03,0.01
6665,0.46,-9.99,0.39,26.35,0.02,0.03,0.01
6680,0.47,-10.00,0.40,26.34,0.03,0.03,0.01
6696,0.46,-10.00,0.36,26.35,0.02,0.03,0.01
6712,0.46,-9.99,0.38,26.36,0.03,0.03,0.01
6728,0.45,-9.99,0.39,26.35,0.03,0.03,0.01
6744,0.46,-10.00,0.42,26.35,0.03,0.03,0.01
6760,0.47,-10.00,0.38,26.36,0.03,0.03,0.01
6775,0.47,-9.99,0.39,26.34,0.03,0.02,0.01
6792,0.46,-9.98,0.37,26.35,0.03,0.02,0.01
6807,0.45,-9.98,0.38,26.34,0.03,0.03,0.01
6823,0.43,-10.01,0.39,26.36,0.03,0.03,0.01
6840,0.45,-10.01,0.41,26.34,0.02,0.03,0.01
6855,0.49,-9.99,0.38,26.35,0.02,0.03,0.01
6872,0.45,-10.00,0.37,26.34,0.03,0.03,0.01
6887,0.45,-10.00,0.35,26.35,0.03,0.03,0.01
6903,0.47,-10.01,0.36,26.36,0.03,0.03,0.01
6919,0.48,-10.00,0.38,26.34,0.03,0.02,0.01
6935,0.47,-9.98,0.40,26.36,0.03,0.01,0.01
6950,0.46,-10.00,0.39,26.35,0.03,0.02,0.01
6967,0.43,-9.99,0.37,26.34,0.03,0.02,0.01
6982,0.45,-9.99,0.40,26.35,0.03,0.03,0.01
6999,0.46,-9.98,0.39,26.35,0.02,0.03,0.01
7015,0.46,-9.97,0.39,26.34,0.02,0.03,0.01
7030,0.47,-9.97,0.40,26.35,0.02,0.03,0.01
7047,0.48,-9.99,0.36,26.35,0.02,0.03,0.01
7062,0.46,-10.00,0.41,26.34,0.03,0.03,0.01
7078,0.45,-10.00,0.37,26.35,0.03,0.03,0.01
7094,0.46,-10.00,0.38,26.35,0.03,0.03,0.01
7110,0.46,-9.98,0.37,26.33,0.03,0.03,0.01
7126,0.46,-10.00,0.38,26.33,0.03,0.03,0.01
7142,0.47,-9.98,0.40,26.34,0.03,0.02,0.01
7157,0.45,-9.99,0.39,26.36,0.03,0.03,0.01
7174,0.44,-10.00,0.35,26.34,0.03,0.03,0.01
7190,0.46,-9.98,0.37,26.34,0.03,0.03,0.01
7205,0.45,-9.99,0.41,26.36,0.03,0.03,0.01
7222,0.48,-9.98,0.40,26.34,0.02,0.03,0.01
7237,0.47,-9.99,0.37,26.34,0.02,0.03,0.01
7254,0.46,-9.99,0.40,26.34,0.03,0.03,0.01
7269,0.46,-9.99,0.39,26.36,0.03,0.03,0.01
7285,0.46,-9.98,0.37,26.34,0.03,0.02,0.01
