Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX,gY,gZ
5193,0.84,-0.19,10.40,27.60,0.03,0.03,0.01
5210,0.83,-0.19,10.41,27.61,0.03,0.03,0.01
5226,0.82,-0.18,10.41,27.61,0.03,0.03,0.01
5241,0.81,-0.20,10.37,27.60,0.03,0.03,0.01
5258,0.83,-0.18,10.36,27.60,0.03,0.03,0.01
5273,0.82,-0.19,10.41,27.59,0.03,0.03,0.01
5289,0.82,-0.18,10.41,27.59,0.03,0.02,0.01
5306,0.81,-0.17,10.45,27.58,0.03,0.02,0.01
5321,0.83,-0.19,10.43,27.59,0.03,0.03,0.01
5338,0.83,-0.20,10.40,27.59,0.03,0.03,0.01
5353,0.83,-0.18,10.40,27.59,0.03,0.03,0.01
5369,0.83,-0.17,10.38,27.60,0.03,0.02,0.01
5385,0.82,-0.20,10.43,27.60,0.03,0.03,0.01
5401,0.84,-0.17,10.40,27.60,0.03,0.02,0.01
5417,0.83,-0.17,10.39,27.57,0.03,0.02,0.01
5433,0.83,-0.16,10.43,27.59,0.03,0.02,0.01
5449,0.84,-0.18,10.39,27.59,0.03,0.02,0.01
5465,0.84,-0.19,10.43,27.60,0.03,0.03,0.01
5481,0.84,-0.17,10.44,27.59,0.03,0.03,0.01
5496,0.81,-0.18,10.42,27.60,0.03,0.03,0.01
5513,0.83,-0.19,10.38,27.62,0.03,0.03,0.01
5529,0.85,-0.17,10.41,27.57,0.03,0.03,0.01
5544,0.84,-0.18,10.41,27.60,0.03,0.03,0.01
5561,0.84,-0.18,10.40,27.59,0.03,0.02,0.01
5576,0.83,-0.19,10.40,27.59,0.03,0.03,0.01
5593,0.83,-0.17,10.42,27.60,0.03,0.02,0.01
5608,0.84,-0.19,10.42,27.59,0.03,0.03,0.01
5624,0.82,-0.19,10.41,27.61,0.03,0.03,0.01
5641,0.85,-0.18,10.40,27.59,0.03,0.03,0.01
5656,0.83,-0.20,10.42,27.59,0.03,0.02,0.01
5672,0.83,-0.18,10.38,27.58,0.03,0.03,0.01
5688,0.85,-0.18,10.40,27.59,0.03,0.02,0.01
5704,0.82,-0.17,10.42,27.62,0.03,0.03,0.01
5721,0.84,-0.19,10.40,27.59,0.03,0.03,0.01
5736,0.83,-0.17,10.40,27.59,0.03,0.03,0.01
5752,0.85,-0.19,10.39,27.59,0.03,0.03,0.01
5768,0.82,-0.20,10.41,27.59,0.03,0.02,0.01
5784,0.84,-0.18,10.39,27.58,0.03,0.02,0.01
5799,0.84,-0.19,10.41,27.60,0.03,0.02,0.01
5816,0.82,-0.18,10.41,27.59,0.03,0.03,0.01
5832,0.83,-0.18,10.42,27.58,0.03,0.02,0.01
5848,0.83,-0.18,10.38,27.59,0.03,0.03,0.01
5864,0.82,-0.18,10.40,27.60,0.03,0.02,0.01
5879,0.82,-0.17,10.40,27.60,0.03,0.02,0.01
5896,0.82,-0.18,10.40,27.60,0.03,0.02,0.01
5911,0.83,-0.17,10.41,27.58,0.03,0.03,0.01
5927,0.84,-0.18,10.40,27.59,0.03,0.02,0.01
5944,0.84,-0.18,10.40,27.58,0.03,0.02,0.01
5959,0.84,-0.17,10.44,27.58,0.03,0.02,0.01
5976,0.84,-0.19,10.42,27.58,0.03,0.03,0.01
5991,0.83,-0.18,10.42,27.58,0.03,0.03,0.01
6007,0.84,-0.19,10.41,27.60,0.03,0.03,0.01
6023,0.83,-0.18,10.41,27.60,0.03,0.02,0.01
6039,0.83,-0.16,10.42,27.57,0.03,0.02,0.01
6055,0.82,-0.18,10.40,27.59,0.03,0.03,0.01
6071,0.82,-0.18,10.42,27.59,0.03,0.03,0.01
6087,0.82,-0.19,10.42,27.59,0.03,0.03,0.01
6103,0.83,-0.20,10.42,27.59,0.03,0.03,0.01
6119,0.83,-0.19,10.43,27.59,0.03,0.03,0.01
6134,0.83,-0.19,10.43,27.58,0.03,0.03,0.01
6151,0.83,-0.17,10.41,27.59,0.03,0.03,0.01
6167,0.83,-0.17,10.40,27.58,0.03,0.02,0.01
6182,0.82,-0.18,10.45,27.59,0.03,0.03,0.01
6199,0.84,-0.19,10.41,27.59,0.03,0.02,0.01
6214,0.84,-0.19,10.46,27.60,0.03,0.02,0.01
6231,0.83,-0.19,10.37,27.60,0.03,0.02,0.01
6247,0.84,-0.20,10.41,27.59,0.03,0.02,0.01
6262,0.83,-0.19,10.43,27.59,0.03,0.02,0.01
6279,0.84,-0.18,10.40,27.59,0.03,0.02,0.01
6294,0.83,-0.18,10.42,27.59,0.03,0.02,0.01
6310,0.84,-0.17,10.38,27.60,0.03,0.02,0.01
6326,0.84,-0.19,10.43,27.59,0.03,0.03,0.01
6342,0.86,-0.17,10.41,27.60,0.03,0.03,0.01
6359,0.81,-0.18,10.40,27.58,0.03,0.02,0.01
6374,0.82,-0.19,10.40,27.58,0.03,0.03,0.01
6390,0.83,-0.19,10.39,27.58,0.03,0.03,0.01
6406,0.82,-0.20,10.40,27.60,0.03,0.03,0.01
6422,0.83,-0.19,10.41,27.62,0.03,0.03,0.01
6437,0.83,-0.17,10.45,27.59,0.03,0.03,0.01
6454,0.84,-0.19,10.41,27.58,0.03,0.02,0.01
6470,0.83,-0.18,10.42,27.59,0.03,0.02,0.01
6486,0.84,-0.19,10.39,27.59,0.03,0.02,0.01
6502,0.81,-0.17,10.39,27.58,0.03,0.02,0.01
6517,0.83,-0.19,10.42,27.60,0.03,0.02,0.01
6534,0.84,-0.19,10.43,27.60,0.03,0.03,0.01
6549,0.82,-0.18,10.41,27.59,0.03,0.03,0.01
6565,0.83,-0.20,10.41,27.59,0.03,0.03,0.01
6582,0.82,-0.20,10.43,27.57,0.03,0.03,0.01
6597,0.80,-0.18,10.39,27.61,0.03,0.02,0.01
6614,0.83,-0.19,10.40,27.59,0.03,0.03,0.01
6629,0.81,-0.18,10.44,27.59,0.03,0.03,0.01
6645,0.82,-0.19,10.44,27.59,0.03,0.03,0.01
6662,0.84,-0.18,10.44,27.59,0.03,0.03,0.01
6677,0.83,-0.17,10.44,27.57,0.03,0.03,0.01
6693,0.83,-0.19,10.42,27.60,0.03,0.03,0.01
6709,0.82,-0.18,10.43,27.59,0.03,0.02,0.01
6725,0.84,-0.18,10.40,27.59,0.03,0.03,0.01
6740,0.83,-0.20,10.39,27.58,0.03,0.03,0.01
6757,0.83,-0.19,10.40,27.59,0.03,0.02,0.01
6773,0.84,-0.20,10.40,27.58,0.03,0.02,0.01
6789,0.84,-0.20,10.42,27.57,0.03,0.02,0.01
6805,0.84,-0.19,10.39,27.57,0.03,0.02,0.01
6820,0.84,-0.19,10.43,27.59,0.03,0.02,0.01
6837,0.83,-0.19,10.38,27.59,0.02,0.03,0.01
6852,0.83,-0.17,10.42,27.58,0.03,0.03,0.01
6868,0.82,-0.18,10.39,27.61,0.03,0.03,0.01
6885,0.83,-0.19,10.40,27.58,0.03,0.03,0.01
6900,0.84,-0.18,10.43,27.59,0.03,0.02,0.01
6917,0.83,-0.18,10.41,27.60,0.03,0.03,0.01
6932,0.81,-0.17,10.42,27.58,0.03,0.03,0.01
6948,0.82,-0.19,10.42,27.59,0.03,0.03,0.01
6964,0.84,-0.18,10.42,27.59,0.03,0.02,0.01
6980,0.85,-0.19,10.42,27.58,0.03,0.03,0.01
6996,0.82,-0.18,10.38,27.59,0.03,0.02,0.01
7012,0.83,-0.20,10.39,27.58,0.03,0.03,0.01
7028,0.82,-0.19,10.40,27.57,0.03,0.03,0.01
7044,0.82,-0.18,10.42,27.59,0.03,0.03,0.01
7060,0.83,-0.19,10.44,27.58,0.03,0.02,0.01
7076,0.82,-0.17,10.41,27.58,0.03,0.02,0.01
7092,0.82,-0.20,10.40,27.59,0.03,0.03,0.01
7108,0.83,-0.18,10.46,27.60,0.03,0.03,0.01
7123,0.83,-0.17,10.41,27.60,0.03,0.03,0.01
7140,0.83,-0.16,10.42,27.59,0.03,0.03,0.01
7155,0.82,-0.20,10.39,27.57,0.03,0.03,0.01
7172,0.85,-0.19,10.42,27.58,0.03,0.03,0.01
7188,0.83,-0.18,10.42,27.59,0.03,0.03,0.01
7203,0.83,-0.18,10.40,27.59,0.03,0.03,0.01
7220,0.84,-0.20,10.40,27.59,0.03,0.02,0.01
7235,0.82,-0.20,10.42,27.59,0.03,0.02,0.01
7251,0.84,-0.19,10.43,27.58,0.03,0.02,0.01
7267,0.84,-0.19,10.42,27.59,0.03,0.02,0.01
7283,0.82,-0.16,10.41,27.57,0.03,0.02,0.01
7300,0.81,-0.18,10.45,27.58,0.03,0.02,0.01
