Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
12902,4100.00,-172.00,-15100.00,25.33,183.00,173.00,104.00
13006,4172.00,-244.00,-15152.00,25.38,169.00,176.00,125.00
13112,4064.00,-268.00,-15236.00,25.42,185.00,191.00,105.00
13217,4132.00,-204.00,-15212.00,25.38,188.00,190.00,131.00
13322,4084.00,-312.00,-15220.00,25.38,193.00,175.00,106.00
13427,4084.00,-276.00,-15152.00,25.42,174.00,175.00,89.00
13533,4084.00,-312.00,-15372.00,25.38,190.00,179.00,122.00
13637,4076.00,-208.00,-15272.00,25.38,182.00,178.00,102.00
13743,4092.00,-240.00,-15100.00,25.42,173.00,147.00,112.00
13848,4148.00,-252.00,-15196.00,25.28,168.00,184.00,109.00
13953,4176.00,-272.00,-15140.00,25.38,218.00,166.00,115.00
14058,4168.00,-184.00,-15332.00,25.33,190.00,150.00,89.00
14163,4060.00,-248.00,-15092.00,25.38,200.00,183.00,110.00
14268,4148.00,-272.00,-15156.00,25.33,183.00,185.00,89.00
14373,4196.00,-212.00,-15128.00,25.47,162.00,175.00,91.00
14478,4140.00,-264.00,-15204.00,25.33,175.00,177.00,102.00
14583,4040.00,-216.00,-15148.00,25.38,172.00,191.00,102.00
14689,4036.00,-168.00,-15340.00,25.38,168.00,170.00,98.00
14793,4048.00,-276.00,-15188.00,25.38,168.00,152.00,95.00
14899,4136.00,-232.00,-15284.00,25.47,184.00,178.00,114.00
15004,4052.00,-324.00,-15168.00,25.33,194.00,174.00,98.00
15109,4116.00,-236.00,-15144.00,25.47,180.00,150.00,113.00
15214,4060.00,-252.00,-15072.00,25.42,171.00,188.00,115.00
15320,3992.00,-300.00,-15524.00,25.42,388.00,266.00,98.00
15424,4268.00,-168.00,-15740.00,25.38,235.00,262.00,95.00
15529,4084.00,-196.00,-15080.00,25.38,216.00,194.00,105.00
15634,4004.00,-224.00,-15196.00,25.28,192.00,175.00,106.00
15739,4072.00,-268.00,-15364.00,25.33,174.00,179.00,111.00
15845,4136.00,-296.00,-15192.00,25.42,205.00,178.00,103.00
15949,4060.00,-256.00,-15036.00,25.33,180.00,184.00,107.00
16055,4080.00,-288.00,-15200.00,25.28,192.00,183.00,75.00
16160,4148.00,-292.00,-15292.00,25.33,192.00,166.00,102.00
16265,3944.00,-284.00,-15060.00,25.38,153.00,179.00,86.00
16370,3920.00,-432.00,-15172.00,25.52,193.00,197.00,102.00
16476,4116.00,-292.00,-15232.00,25.47,166.00,186.00,106.00
16580,4004.00,-336.00,-14972.00,25.33,181.00,194.00,108.00
16686,4048.00,-264.00,-15188.00,25.38,165.00,198.00,98.00
16791,4076.00,-296.00,-15244.00,25.33,207.00,162.00,112.00
