Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
27359,0.52,-0.02,-0.81,24.67,1.31,1.53,0.81
27463,0.52,-0.01,-0.82,24.72,1.29,1.52,0.91
27568,0.52,-0.02,-0.82,24.72,1.26,1.21,1.05
27672,0.52,-0.02,-0.83,24.72,1.38,1.33,0.82
27777,0.52,-0.02,-0.80,24.72,1.30,1.37,0.79
27881,0.52,-0.02,-0.82,24.67,1.34,1.31,0.86
27985,0.52,-0.01,-0.80,24.67,1.34,1.33,0.63
28091,0.52,-0.02,-0.81,24.58,1.38,1.28,0.91
28195,0.51,-0.01,-0.82,24.67,1.31,1.62,0.95
28300,0.52,-0.02,-0.82,24.72,1.14,1.42,0.87
28404,0.52,-0.01,-0.81,24.67,1.10,1.62,0.76
28509,0.52,-0.01,-0.82,24.72,1.30,1.64,0.87
28613,0.52,-0.02,-0.82,24.62,1.22,1.39,0.82
28718,0.52,-0.02,-0.82,24.67,1.36,1.44,0.80
28822,0.51,-0.02,-0.81,24.67,1.20,1.41,0.73
28928,0.52,-0.02,-0.82,24.77,1.34,1.31,0.77
29032,0.52,-0.02,-0.81,24.67,1.24,1.33,0.80
29136,0.52,-0.02,-0.82,24.67,1.34,1.58,0.89
29241,0.52,-0.01,-0.82,24.72,1.28,1.50,0.90
29345,0.52,-0.02,-0.82,24.62,1.37,1.40,0.73
29450,0.52,-0.02,-0.82,24.72,1.36,1.41,0.89
29554,0.51,-0.02,-0.81,24.62,1.32,1.33,0.79
29659,0.52,-0.01,-0.81,24.67,1.40,1.51,0.96
29764,0.52,-0.02,-0.82,24.77,1.31,1.37,0.87
29869,0.51,-0.01,-0.81,24.77,1.15,1.37,0.77
29973,0.51,-0.02,-0.82,24.67,1.24,1.49,0.85
30077,0.52,-0.01,-0.82,24.67,1.34,1.39,0.81
30182,0.52,-0.01,-0.81,24.72,1.31,1.46,0.73
30286,0.52,-0.01,-0.81,24.72,1.37,1.53,0.83
30391,0.52,-0.01,-0.81,24.72,1.38,1.43,0.73
30495,0.52,-0.02,-0.81,24.67,1.11,1.43,0.74
30601,0.52,-0.01,-0.82,24.67,1.24,1.47,0.85
30705,0.52,-0.02,-0.82,24.81,1.17,1.40,0.70
30810,0.52,-0.02,-0.81,24.62,1.28,1.28,0.65
30914,0.52,-0.02,-0.82,24.72,1.28,1.82,0.97
31019,0.52,-0.01,-0.81,24.67,1.34,1.44,0.82
31123,0.52,-0.02,-0.81,24.62,1.52,1.31,0.92
31227,0.51,-0.02,-0.81,24.77,1.18,1.32,0.85
31333,0.52,-0.01,-0.82,24.72,1.17,1.15,0.65
31437,0.52,-0.01,-0.82,24.67,1.25,1.34,0.73
31542,0.51,-0.02,-0.82,24.81,1.28,1.43,0.82
31646,0.52,-0.01,-0.81,24.67,1.29,1.42,0.73
31751,0.52,-0.02,-0.82,24.62,1.45,1.44,0.88
31855,0.52,-0.01,-0.82,24.77,1.45,1.12,0.77
31960,0.51,-0.01,-0.80,24.72,1.36,1.21,0.67
32064,0.53,-0.01,-0.81,24.67,1.10,1.58,0.69
32169,0.51,-0.01,-0.82,24.62,1.18,1.38,0.82
32274,0.52,-0.02,-0.81,24.67,1.26,1.39,0.75
32378,0.52,-0.02,-0.82,24.77,1.24,1.28,0.79
32483,0.52,-0.01,-0.81,24.72,1.39,1.41,0.84
32587,0.52,-0.02,-0.81,24.77,1.36,1.44,0.73
32692,0.52,-0.02,-0.82,24.62,1.15,1.43,0.90
32796,0.52,-0.02,-0.81,24.67,1.31,1.57,0.79
32901,0.52,-0.02,-0.81,24.72,1.19,1.63,0.87
33006,0.52,-0.02,-0.82,24.77,1.27,1.36,0.67
33111,0.52,-0.02,-0.82,24.72,1.30,1.46,0.83
33215,0.52,-0.02,-0.82,24.67,1.35,1.63,0.90
33319,0.51,-0.01,-0.80,24.67,1.22,1.47,0.89
33424,0.52,-0.02,-0.81,24.77,1.37,1.65,0.78
33528,0.52,-0.01,-0.81,24.77,1.40,1.22,0.74
33633,0.52,-0.02,-0.82,24.77,1.18,1.48,0.85
33737,0.52,-0.02,-0.82,24.72,1.37,1.34,0.63
33843,0.52,-0.01,-0.81,24.67,1.26,1.34,0.79
33947,0.52,-0.02,-0.82,24.72,1.21,1.50,0.79
34052,0.52,-0.02,-0.81,24.62,1.28,1.53,0.89
34156,0.52,-0.01,-0.82,24.62,1.17,1.49,0.86
34260,0.52,-0.01,-0.82,24.72,1.22,1.40,0.91
34365,0.52,-0.01,-0.81,24.81,1.37,1.52,0.82
34469,0.52,-0.01,-0.81,24.67,1.19,1.20,0.65
34575,0.52,-0.01,-0.81,24.77,1.42,1.34,0.76
34679,0.52,-0.02,-0.81,24.62,1.44,1.39,0.71
34784,0.51,-0.01,-0.82,24.67,1.35,1.29,0.74
34888,0.52,-0.02,-0.82,24.62,1.35,1.21,0.67
34993,0.52,-0.02,-0.81,24.77,1.26,1.47,0.87
35097,0.52,-0.01,-0.82,24.62,1.34,1.21,0.62
35202,0.52,-0.02,-0.82,24.81,1.15,1.40,0.85
35306,0.52,-0.01,-0.82,24.72,1.31,1.27,0.80
35411,0.52,-0.02,-0.81,24.72,1.35,1.40,0.85
35516,0.52,-0.01,-0.81,24.72,1.32,1.40,0.80
35620,0.53,-0.02,-0.80,24.58,1.22,1.44,0.82
35725,0.52,-0.01,-0.81,24.77,1.39,1.60,0.79
35829,0.52,-0.02,-0.81,24.77,1.17,1.53,0.73
35934,0.52,-0.02,-0.82,24.77,1.25,1.44,0.74
36038,0.52,-0.02,-0.81,24.72,1.21,1.50,0.69
36143,0.52,-0.01,-0.81,24.72,1.32,1.52,0.69
36248,0.52,-0.02,-0.82,24.72,1.29,1.31,0.72
36353,0.52,-0.02,-0.82,24.67,1.38,1.41,0.82
36457,0.51,-0.02,-0.81,24.67,1.44,1.57,0.87
36561,0.52,-0.02,-0.81,24.77,1.15,1.45,0.78
36666,0.52,-0.01,-0.81,24.72,1.26,1.56,0.93
36770,0.52,-0.02,-0.81,24.72,1.25,1.43,0.69
36875,0.52,-0.01,-0.82,24.72,1.27,1.47,0.77
36979,0.52,-0.01,-0.82,24.72,1.21,1.33,0.73
37085,0.52,-0.01,-0.81,24.67,1.44,1.28,1.02
37189,0.52,-0.01,-0.82,24.77,1.33,1.37,0.89
37294,0.53,-0.01,-0.81,24.77,1.15,1.43,0.80
37398,0.52,-0.01,-0.81,24.77,1.16,1.46,0.66
37502,0.52,-0.02,-0.82,24.77,1.24,1.39,0.66
37607,0.52,-0.01,-0.81,24.72,1.24,1.31,0.73
37711,0.52,-0.01,-0.82,24.72,1.40,1.47,0.73
37817,0.52,-0.02,-0.82,24.72,1.41,1.30,0.63
37921,0.52,-0.02,-0.82,24.67,1.47,1.34,0.71
38026,0.52,-0.02,-0.82,24.77,1.30,1.37,0.69
38130,0.52,-0.02,-0.81,24.77,1.08,1.42,0.82
38235,0.52,-0.02,-0.82,24.81,1.16,1.39,0.79
38339,0.52,-0.02,-0.81,24.72,1.24,1.41,0.85
38444,0.52,-0.01,-0.82,24.72,1.32,1.39,0.82
38548,0.52,-0.02,-0.81,24.72,1.40,1.42,0.82
38653,0.53,-0.02,-0.81,24.72,1.28,1.46,0.98
38758,0.52,-0.02,-0.81,24.81,1.15,1.43,0.68
38862,0.52,-0.02,-0.81,24.72,1.12,1.28,0.79
38967,0.52,-0.01,-0.82,24.72,1.21,1.67,0.82
39071,0.52,-0.02,-0.81,24.81,1.09,1.46,0.80
39176,0.52,-0.01,-0.81,24.72,1.34,1.31,0.85
39280,0.52,-0.01,-0.81,24.62,1.28,1.41,0.77
39385,0.52,-0.01,-0.81,24.72,1.22,1.43,0.73
39490,0.52,-0.02,-0.81,24.81,1.31,1.38,0.82
39595,0.52,-0.02,-0.82,24.72,1.39,1.50,0.69
39699,0.52,-0.01,-0.82,24.72,1.22,1.64,0.79
39803,0.52,-0.02,-0.82,24.72,1.17,1.34,0.92
39908,0.52,-0.01,-0.82,24.77,1.31,1.40,0.73
40012,0.52,-0.02,-0.81,24.77,1.20,1.44,0.73
40117,0.52,-0.02,-0.81,24.77,1.42,1.57,0.81
40222,0.52,-0.02,-0.81,24.67,1.40,1.56,0.79
40327,0.52,-0.02,-0.82,24.77,1.25,1.41,0.81
40431,0.52,-0.02,-0.81,24.77,1.13,1.07,0.83
40536,0.51,-0.01,-0.82,24.67,1.20,1.24,0.83
40640,0.52,-0.01,-0.81,24.77,1.31,1.40,0.76
40744,0.53,-0.02,-0.81,24.77,1.24,1.43,0.78
40849,0.52,-0.01,-0.80,24.77,1.27,1.47,0.66
40953,0.52,-0.02,-0.81,24.77,1.27,1.56,0.87
41059,0.52,-0.02,-0.81,24.77,1.42,1.34,0.95
41163,0.52,-0.01,-0.81,24.77,1.26,1.40,0.59
41268,0.52,-0.02,-0.81,24.77,1.20,1.34,0.82
41372,0.52,-0.02,-0.81,24.72,1.21,1.61,0.85
41477,0.52,-0.02,-0.82,24.72,1.27,1.23,0.76
41581,0.52,-0.02,-0.81,24.72,1.28,1.28,0.82
41686,0.52,-0.02,-0.81,24.67,1.42,1.64,0.79
41790,0.52,-0.01,-0.82,24.81,1.33,1.30,0.94
41895,0.52,-0.02,-0.82,24.77,1.24,1.25,0.76
42000,0.52,-0.01,-0.81,24.77,1.31,1.55,0.69
42104,0.52,-0.02,-0.81,24.77,1.10,1.47,0.70
42209,0.52,-0.02,-0.81,24.77,1.05,1.24,0.70
42313,0.52,-0.02,-0.82,24.77,1.24,1.42,0.82
42418,0.52,-0.02,-0.82,24.86,1.39,1.34,0.89
42522,0.53,-0.02,-0.81,24.72,1.31,1.40,0.65
42627,0.52,-0.01,-0.80,24.77,1.18,1.32,0.86
42732,0.52,-0.02,-0.82,24.77,1.23,1.40,0.71
42836,0.52,-0.01,-0.81,24.62,1.36,1.30,0.83
42941,0.52,-0.01,-0.82,24.72,1.32,1.27,0.78
43045,0.52,-0.01,-0.81,24.77,1.41,1.44,0.82
43150,0.52,-0.02,-0.81,24.77,1.37,1.37,0.87
43254,0.52,-0.02,-0.80,24.72,1.31,1.28,0.90
