Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
93118,0.07,0.00,0.96,28.86,1.40,0.86,0.98
93222,0.08,0.00,0.93,29.00,1.34,1.11,1.06
93327,0.06,0.00,0.96,28.81,1.27,1.08,1.11
93431,0.08,-0.00,0.95,28.95,1.19,0.98,0.98
93536,0.07,0.01,0.96,28.91,1.13,0.95,1.08
93640,0.08,0.01,0.95,28.91,1.34,0.87,0.99
93745,0.07,0.01,0.96,28.91,1.41,1.10,1.13
93849,0.07,0.00,0.94,29.00,1.34,0.74,0.98
93954,0.08,0.01,0.96,28.95,1.47,1.06,0.89
94059,0.07,0.00,0.95,28.86,1.33,1.02,1.09
94163,0.08,0.00,0.95,28.91,1.53,0.96,1.06
94268,0.07,0.00,0.96,28.95,1.36,0.95,0.97
94372,0.08,0.01,0.95,28.86,1.57,0.80,1.05
94477,0.07,0.01,0.94,28.81,1.31,1.09,0.93
94581,0.08,0.00,0.94,28.95,1.27,0.89,0.95
94686,0.08,0.00,0.96,28.95,1.38,0.97,0.88
94790,0.08,0.01,0.95,28.91,1.38,0.74,1.15
94895,0.08,0.00,0.95,28.95,1.34,1.17,0.89
95000,0.07,0.00,0.94,28.91,1.21,1.14,1.02
95105,0.07,0.01,0.96,28.91,1.38,0.91,1.02
95209,0.07,0.01,0.96,28.95,1.15,1.01,1.08
95313,0.08,0.01,0.94,28.86,1.37,1.01,1.09
95418,0.08,0.00,0.96,28.91,1.20,1.05,0.87
95522,0.07,0.01,0.95,28.86,1.41,0.95,0.88
95627,0.08,0.00,0.96,28.95,1.33,0.95,0.94
95731,0.08,0.00,0.95,28.95,1.44,0.92,1.05
95836,0.08,0.01,0.95,29.05,1.52,0.95,0.86
95940,0.08,0.00,0.94,28.91,1.31,0.95,0.99
96046,0.08,0.00,0.95,28.86,1.29,0.98,1.05
96150,0.07,0.00,0.95,28.86,1.34,1.01,0.92
96254,0.08,0.01,0.94,28.91,1.29,0.81,1.13
96359,0.07,0.01,0.96,28.91,1.35,1.08,0.91
96463,0.07,0.01,0.96,28.86,1.30,0.89,1.08
96568,0.08,0.01,0.96,28.91,1.25,0.98,0.98
96672,0.07,0.01,0.95,28.86,1.26,1.02,1.14
96777,0.08,0.01,0.95,28.91,1.21,0.86,1.08
96881,0.08,0.01,0.95,28.91,1.37,1.02,1.08
96987,0.08,0.01,0.95,28.91,1.27,1.08,0.99
97091,0.08,0.01,0.96,28.95,1.40,1.16,1.00
97196,0.08,0.00,0.95,28.91,1.35,0.88,0.95
97300,0.08,0.00,0.95,28.86,1.40,1.05,0.92
97404,0.07,-0.00,0.94,28.95,1.39,0.89,1.08
97509,0.08,0.01,0.95,29.00,1.27,1.11,1.15
97613,0.07,0.01,0.96,28.95,1.32,0.92,0.97
97718,0.07,0.01,0.95,28.91,1.28,1.12,0.90
97822,0.08,0.01,0.96,29.00,1.40,0.95,0.93
97927,0.08,0.00,0.94,28.95,1.18,0.69,1.06
98032,0.08,0.01,0.96,28.86,1.34,1.00,0.99
98137,0.08,0.00,0.93,28.91,1.24,0.97,0.98
98241,0.08,0.01,0.97,29.00,1.30,1.02,0.93
98345,0.07,0.01,0.94,28.95,1.21,0.79,1.05
98450,0.07,0.00,0.96,28.95,1.49,0.98,1.00
98554,0.07,0.01,0.95,28.86,1.24,1.00,0.74
98659,0.08,0.01,0.95,29.05,1.43,0.99,0.95
98763,0.07,-0.00,0.95,29.00,1.33,1.00,1.03
98868,0.08,0.00,0.94,28.95,1.31,0.95,1.07
98972,0.08,0.01,0.96,29.00,1.45,1.04,1.08
99078,0.07,0.01,0.94,28.95,1.53,0.79,0.86
99182,0.07,0.00,0.95,28.91,1.34,0.87,1.07
99287,0.07,0.00,0.95,28.91,1.17,1.08,1.08
99391,0.08,-0.00,0.96,28.95,1.25,0.84,0.92
99495,0.08,0.01,0.95,28.91,1.46,1.02,1.05
99600,0.07,0.00,0.95,29.05,1.24,1.11,1.00
99704,0.08,0.00,0.97,28.91,1.24,1.14,1.15
99809,0.07,0.01,0.95,28.86,1.26,0.88,0.95
99913,0.07,0.00,0.95,28.91,1.36,0.94,1.07
100018,0.08,0.01,0.95,28.86,1.30,0.89,0.98
100123,0.07,0.00,0.97,28.91,1.54,0.90,0.89
100228,0.08,0.00,0.94,28.81,1.46,0.88,0.92
100332,0.08,0.01,0.95,29.05,1.49,1.05,1.01
100436,0.07,0.00,0.96,29.05,1.41,1.18,0.92
100541,0.08,0.01,0.94,28.91,1.52,1.05,1.02
100645,0.07,0.00,0.97,29.00,1.35,0.93,0.98
100750,0.08,0.01,0.95,28.95,1.37,0.96,0.99
100855,0.08,0.00,0.96,28.95,1.31,0.96,1.05
100960,0.07,0.01,0.96,28.91,1.24,0.98,1.01
101064,0.07,0.01,0.95,28.95,1.21,0.83,1.18
101169,0.08,0.01,0.95,28.95,1.20,0.95,0.91
101273,0.08,0.01,0.94,28.95,1.33,0.88,1.00
101378,0.07,0.01,0.96,28.91,1.50,1.08,0.86
101482,0.07,0.00,0.94,28.95,1.24,0.77,1.00
101587,0.07,0.00,0.96,28.91,1.39,1.11,0.93
101692,0.07,0.01,0.94,29.00,1.33,1.05,0.92
101796,0.08,0.01,0.96,28.86,1.38,0.99,1.00
101901,0.07,0.00,0.97,28.91,1.47,0.92,0.93
102005,0.07,0.00,0.94,28.91,1.33,0.88,1.04
102110,0.08,0.00,0.95,28.95,1.32,0.99,1.16
102215,0.08,0.00,0.94,28.86,1.14,0.88,1.06
102320,0.07,0.01,0.96,29.00,1.18,1.25,0.81
102424,0.07,0.00,0.94,28.95,1.24,0.92,1.02
102529,0.08,0.00,0.96,28.95,1.33,0.82,0.99
102633,0.08,0.01,0.96,28.86,1.31,0.91,1.05
102737,0.08,0.01,0.94,29.00,1.56,0.86,0.95
102842,0.08,0.00,0.95,29.00,1.30,1.03,1.04
102946,0.07,0.00,0.94,28.81,1.55,0.97,1.04
103052,0.07,-0.00,0.95,29.00,1.56,1.07,0.99
103156,0.08,0.00,0.94,28.91,1.47,0.80,1.11
103261,0.08,0.00,0.95,28.91,1.41,0.94,1.09
103365,0.07,0.01,0.96,29.00,1.49,0.82,1.11
103470,0.08,0.01,0.95,28.91,1.39,1.06,1.10
103574,0.07,0.01,0.95,28.91,1.40,0.89,1.03
103680,0.07,0.01,0.94,28.91,1.25,0.91,1.05
103784,0.07,0.01,0.96,28.91,1.24,1.11,0.86
103888,0.08,0.01,0.95,28.95,1.29,1.00,1.02
103993,0.07,0.01,0.97,28.95,1.28,0.87,0.89
104097,0.08,-0.00,0.95,28.95,1.34,1.01,0.97
104202,0.07,-0.00,0.95,29.00,1.45,0.92,1.08
104306,0.07,0.01,0.96,29.09,1.37,0.94,0.84
104412,0.07,0.00,0.95,28.91,1.35,0.92,0.97
104516,0.08,0.01,0.96,28.95,1.53,0.93,0.96
104621,0.08,0.01,0.94,29.05,1.48,0.79,1.18
104725,0.07,-0.01,0.96,28.91,1.36,0.95,1.15
104829,0.07,0.00,0.94,28.91,1.47,0.92,0.89
104934,0.07,0.00,0.95,28.95,1.45,0.99,0.96
105038,0.07,0.00,0.95,28.95,1.29,1.08,0.89
105144,0.08,0.00,0.95,28.91,1.40,1.15,0.96
105248,0.08,0.00,0.96,28.91,1.34,1.04,1.02
105353,0.08,0.01,0.94,28.95,1.28,1.05,0.95
105457,0.08,0.00,0.96,28.95,1.38,1.11,0.98
105562,0.07,0.01,0.94,29.00,1.43,1.05,0.92
105666,0.07,0.01,0.97,29.00,1.38,1.00,0.99
105771,0.07,0.01,0.95,28.91,1.27,0.83,1.03
105876,0.07,0.01,0.95,28.91,1.45,0.89,0.96
105980,0.08,0.01,0.94,29.00,1.56,1.08,1.05
106085,0.07,0.00,0.95,28.91,1.44,0.95,1.14
106189,0.07,0.00,0.94,28.91,1.41,1.12,1.00
106294,0.08,0.01,0.94,28.91,1.38,1.04,0.98
106398,0.07,0.01,0.96,28.95,1.33,0.94,1.05
106503,0.07,0.01,0.94,29.00,1.37,0.95,1.02
106608,0.07,0.01,0.95,29.00,1.29,0.98,0.94
106713,0.08,0.00,0.96,28.91,1.14,0.87,0.98
106817,0.08,0.01,0.95,28.95,1.27,1.05,0.92
106921,0.08,0.01,0.96,28.95,1.47,1.00,1.04
107026,0.08,0.00,0.94,29.05,1.36,0.92,1.02
107130,0.08,0.00,0.97,28.95,1.43,0.97,0.98
107235,0.08,-0.00,0.94,28.91,1.36,0.89,0.97
107340,0.08,0.01,0.95,28.91,1.37,1.01,1.01
107445,0.07,0.00,0.94,28.91,1.50,1.04,0.98
107549,0.08,0.00,0.95,28.95,1.56,0.76,0.88
107654,0.08,0.00,0.94,28.95,1.24,0.90,1.13
107758,0.08,0.01,0.95,28.91,1.32,0.98,0.85
107863,0.08,0.01,0.94,28.91,1.54,0.95,1.00
107968,0.08,0.01,0.94,29.00,1.27,0.83,1.02
108072,0.07,0.01,0.96,28.95,1.35,1.00,1.00
108177,0.07,0.01,0.96,28.86,1.30,1.01,0.98
108281,0.07,-0.00,0.95,28.91,1.30,1.05,0.93
108386,0.08,0.00,0.95,28.91,1.27,0.88,1.05
108490,0.08,0.00,0.95,28.95,1.24,0.89,0.88
108595,0.08,0.00,0.95,28.95,1.34,0.89,1.16
108699,0.08,0.01,0.94,28.91,1.40,0.77,1.10
108805,0.07,0.00,0.95,28.91,1.42,1.10,1.03
108909,0.07,0.01,0.94,29.00,1.43,1.02,1.09
109014,0.07,0.01,0.95,28.95,1.40,0.91,1.11
109118,0.07,0.00,0.95,28.95,1.32,0.98,1.02
109222,0.08,0.00,0.95,29.00,1.39,1.09,0.96
109327,0.07,0.00,0.96,28.91,1.37,1.05,0.91
109431,0.08,0.01,0.95,28.95,1.33,0.90,0.89
109537,0.08,-0.00,0.96,28.95,1.40,0.97,0.87
109641,0.07,0.00,0.95,28.91,1.32,1.03,0.92
109746,0.07,0.01,0.95,28.91,1.26,0.80,1.18
109850,0.07,0.00,0.95,28.91,1.34,0.91,0.99
109955,0.08,0.00,0.96,28.86,1.44,0.92,0.89
110059,0.08,0.01,0.96,28.95,1.28,1.08,0.95
110164,0.07,0.00,0.94,29.00,1.40,0.92,1.23
110269,0.07,0.01,0.96,29.00,1.47,1.10,1.02
110373,0.08,0.00,0.95,28.95,1.48,1.00,0.95
110478,0.07,0.01,0.95,29.00,1.41,1.21,1.08
110582,0.07,0.01,0.95,29.00,1.36,1.04,1.02
110687,0.08,0.00,0.97,28.86,1.48,0.81,1.02
110791,0.08,0.00,0.96,28.95,1.33,1.07,1.02
110897,0.08,0.00,0.96,28.91,1.35,1.04,1.02
111001,0.07,0.00,0.96,28.91,1.34,1.15,1.15
111106,0.08,-0.00,0.94,28.95,1.18,0.93,1.01
111210,0.08,0.00,0.96,28.86,1.40,0.82,1.11
111314,0.07,0.00,0.95,29.05,1.30,0.90,0.98
111419,0.08,0.01,0.96,28.91,1.41,0.96,1.15
111523,0.08,0.00,0.95,28.91,1.38,1.11,0.88
111629,0.07,0.00,0.94,29.00,1.49,0.98,1.11
111733,0.08,0.01,0.95,28.95,1.40,0.92,0.92
111838,0.08,-0.00,0.95,28.95,1.34,0.87,0.88
111942,0.08,0.01,0.97,28.95,1.44,0.96,1.01
112047,0.07,0.00,0.95,28.91,1.34,1.05,0.93
112151,0.08,0.00,0.95,28.91,1.35,1.04,1.01
112256,0.08,0.00,0.95,28.86,1.41,0.88,0.92
112361,0.08,0.01,0.96,29.05,1.28,1.02,0.85
112465,0.08,-0.00,0.95,28.86,1.24,1.01,0.96
112570,0.08,0.01,0.95,28.95,1.39,0.79,1.12
112674,0.07,0.01,0.95,28.95,1.25,1.04,0.92
112779,0.07,0.01,0.96,28.91,1.25,1.00,0.97
112883,0.07,0.01,0.95,28.91,1.40,1.11,1.06
112988,0.08,0.00,0.96,29.00,1.30,0.99,0.82
113093,0.08,0.01,0.96,28.86,1.44,0.94,1.08
113198,0.08,0.00,0.95,28.95,1.40,0.98,0.89
113302,0.08,0.01,0.95,28.95,1.39,1.09,0.95
113406,0.07,0.01,0.96,28.91,1.27,1.06,0.92
113511,0.08,0.01,0.95,28.91,1.34,0.92,1.08
113615,0.07,0.01,0.96,28.91,1.50,1.05,0.99
113721,0.07,0.00,0.95,28.95,1.34,0.98,0.90
113825,0.07,0.01,0.95,28.95,1.41,0.95,1.15
113930,0.07,0.00,0.95,28.95,1.34,0.96,1.02
114034,0.08,0.00,0.96,28.95,1.35,0.98,1.20
114139,0.08,0.00,0.96,28.95,1.37,0.98,1.02
114243,0.07,0.01,0.94,28.95,1.33,0.85,0.97
114348,0.07,0.01,0.96,28.95,1.31,0.90,1.05
114453,0.07,0.01,0.94,29.00,1.29,0.92,1.08
114557,0.08,0.01,0.95,29.00,1.43,0.82,1.05
114662,0.07,0.01,0.95,28.91,1.35,0.89,1.02
114766,0.07,0.01,0.95,28.95,1.38,1.13,0.96
114871,0.07,0.01,0.95,28.95,1.36,0.89,0.89
114975,0.07,0.00,0.95,28.86,1.18,0.92,1.12
115080,0.07,0.01,0.94,28.95,1.31,1.09,1.03
115185,0.07,0.01,0.94,28.91,1.21,0.85,0.95
115290,0.08,0.01,0.95,29.00,1.25,0.83,1.15
115394,0.08,-0.00,0.95,28.81,1.37,0.90,0.94
115499,0.08,0.00,0.95,28.95,1.32,0.78,0.93
115603,0.07,0.00,0.95,28.95,1.18,1.00,0.95
115707,0.07,0.01,0.96,29.00,1.32,1.01,0.87
115812,0.07,0.00,0.95,29.09,1.40,1.12,0.88
115917,0.08,0.00,0.94,28.91,1.32,0.98,0.92
116022,0.08,0.01,0.95,28.91,1.53,1.07,0.81
116126,0.08,0.01,0.95,28.95,1.41,0.92,0.91
116231,0.07,0.01,0.95,28.86,1.38,0.95,0.98
116335,0.07,0.00,0.94,28.95,1.37,0.97,1.01
116440,0.07,0.01,0.96,28.86,1.27,1.10,0.92
116544,0.07,0.01,0.96,28.95,1.49,0.94,1.12
116649,0.08,0.01,0.94,28.95,1.47,0.81,1.01
116754,0.07,0.00,0.96,29.05,1.29,0.89,1.05
116858,0.08,0.01,0.95,28.95,1.32,0.90,1.01
116963,0.08,0.01,0.96,29.05,1.34,1.05,0.92
117067,0.07,0.00,0.94,28.95,1.37,1.15,0.83
117172,0.07,0.00,0.97,28.86,1.41,0.89,0.89
117276,0.08,0.00,0.95,28.95,1.49,0.96,0.92
117382,0.08,0.00,0.95,28.95,1.49,1.11,1.02
117486,0.08,0.00,0.96,28.86,1.38,1.05,0.89
117591,0.07,0.00,0.93,28.86,1.46,0.84,0.93
117695,0.07,0.01,0.96,28.95,1.49,1.04,0.99
117799,0.08,0.01,0.94,29.00,1.37,1.04,0.97
117904,0.08,0.01,0.96,28.91,1.38,1.05,1.00
118008,0.08,0.00,0.95,28.91,1.29,0.97,0.82
118114,0.08,0.00,0.95,28.95,1.24,0.89,1.17
118218,0.07,0.01,0.95,28.95,1.26,0.91,0.98
118323,0.08,0.00,0.96,29.00,1.36,0.85,0.98
118427,0.07,0.00,0.96,28.91,1.17,0.94,0.83
118532,0.07,-0.00,0.95,28.95,1.34,0.97,0.92
118636,0.07,-0.00,0.96,28.86,1.34,1.01,0.98
118742,0.07,0.00,0.94,28.91,1.43,0.96,1.05
118846,0.07,0.01,0.94,28.91,1.46,1.11,1.08
118950,0.08,0.00,0.96,28.91,1.31,0.96,0.86
119055,0.08,0.00,0.95,29.00,1.36,0.89,0.84
119159,0.07,0.00,0.96,28.86,1.50,1.04,0.99
119264,0.08,0.01,0.94,28.86,1.37,0.95,1.02
119368,0.08,0.01,0.96,28.95,1.36,1.05,1.01
119474,0.07,0.00,0.94,28.81,1.45,1.00,0.91
119578,0.08,0.00,0.95,28.91,1.30,0.98,1.04
119683,0.07,0.01,0.95,28.91,1.17,0.99,0.98
119787,0.08,0.01,0.96,28.91,1.24,1.08,1.00
119891,0.07,0.01,0.96,29.00,1.31,0.89,0.93
119996,0.07,0.00,0.95,28.86,1.34,1.05,1.04
120100,0.07,0.00,0.95,28.91,1.56,0.96,0.96
120206,0.08,0.00,0.95,28.81,1.49,0.91,0.98
120310,0.08,0.00,0.97,28.91,1.39,1.01,1.05
120415,0.07,0.01,0.96,28.86,1.38,1.04,0.90
120519,0.08,0.00,0.95,28.95,1.26,0.92,0.98
120624,0.08,0.01,0.95,28.91,1.40,1.13,1.01
120728,0.08,-0.00,0.95,28.91,1.33,1.05,0.98
120833,0.08,0.01,0.95,29.05,1.32,0.94,1.05
120938,0.08,0.01,0.96,28.91,1.40,1.05,1.06
121042,0.08,0.00,0.95,28.91,1.27,0.98,0.89
121147,0.08,0.00,0.95,28.91,1.35,1.07,0.95
121251,0.08,0.01,0.96,28.95,1.47,0.95,0.95
121356,0.07,0.00,0.96,28.95,1.34,0.94,0.92
121460,0.08,0.00,0.95,29.00,1.41,1.05,0.97
121565,0.08,0.00,0.95,28.91,1.31,1.00,0.91
121670,0.08,0.00,0.95,28.86,1.32,1.01,1.02
121775,0.08,0.01,0.95,28.95,1.34,1.07,0.99
121879,0.08,0.01,0.95,29.00,1.34,0.95,0.90
121984,0.07,0.00,0.96,29.00,1.29,1.02,0.82
122088,0.08,0.01,0.96,28.86,1.35,1.01,0.86
122192,0.08,0.00,0.95,28.95,1.34,0.98,0.90
122297,0.07,0.00,0.94,28.86,1.36,0.94,1.02
122402,0.07,0.01,0.95,28.91,1.31,0.84,0.98
122507,0.08,0.01,0.96,29.00,1.38,1.17,0.90
122611,0.07,0.00,0.94,29.00,1.40,0.92,1.07
122716,0.08,0.00,0.95,28.95,1.37,0.85,1.08
122820,0.08,0.00,0.96,28.91,1.19,1.08,1.02
122925,0.08,0.01,0.95,28.91,1.51,1.05,1.02
123029,0.07,0.01,0.95,29.00,1.48,0.95,1.15
123134,0.08,0.00,0.95,28.91,1.43,0.89,1.05
123239,0.08,0.00,0.96,28.91,1.44,1.07,0.96
123343,0.08,0.01,0.95,29.00,1.50,0.89,0.98
123448,0.08,0.01,0.96,28.86,1.26,1.03,1.07
123552,0.07,0.01,0.94,28.95,1.31,0.98,1.10
123657,0.08,0.00,0.95,28.95,1.34,1.05,1.05
123761,0.08,-0.00,0.95,28.95,1.33,1.03,0.93
123867,0.08,0.01,0.96,28.86,1.57,0.89,1.08
123971,0.08,-0.00,0.95,28.91,1.27,1.10,0.86
124076,0.07,0.01,0.94,28.91,1.15,0.95,1.08
124180,0.08,-0.00,0.95,28.91,1.38,1.12,1.02
124284,0.08,0.01,0.95,28.91,1.35,0.92,0.85
124389,0.08,-0.00,0.95,28.81,1.44,1.06,0.95
124494,0.07,0.00,0.95,28.91,1.38,0.98,0.93
124599,0.07,-0.00,0.94,28.91,1.60,1.05,0.95
124703,0.08,0.00,0.96,28.86,1.37,0.98,1.17
124808,0.08,0.01,0.94,28.95,1.28,0.94,1.05
124912,0.07,0.00,0.96,28.95,1.35,1.10,1.00
125017,0.08,0.01,0.94,28.95,1.43,1.11,0.90
125121,0.07,0.01,0.96,28.86,1.35,0.92,0.96
125227,0.08,0.01,0.95,28.86,1.39,0.89,0.89
125331,0.08,0.01,0.96,28.86,1.29,1.10,1.07
125435,0.07,0.01,0.95,28.86,1.21,0.99,0.95
125540,0.08,0.00,0.94,28.95,1.37,0.82,1.01
125644,0.08,0.00,0.96,28.81,1.31,1.02,1.02
125749,0.07,0.01,0.94,29.00,1.35,1.04,1.24
125853,0.08,0.01,0.95,29.00,1.47,1.14,0.93
125959,0.08,0.00,0.95,28.95,1.32,1.00,1.03
126063,0.08,0.01,0.95,28.95,1.37,1.17,1.07
126168,0.07,0.01,0.95,28.95,1.35,0.89,1.02
126272,0.08,0.00,0.94,28.95,1.31,1.00,1.08
126376,0.07,0.01,0.96,28.91,1.54,1.18,0.95
126481,0.07,-0.00,0.94,28.91,1.24,1.02,0.91
126585,0.08,0.00,0.96,28.91,1.34,0.98,1.04
126691,0.08,0.00,0.96,28.91,1.29,0.92,0.97
126795,0.07,0.00,0.95,28.91,1.25,0.98,0.98
126900,0.07,0.00,0.95,28.91,1.30,0.80,1.02
127004,0.08,0.00,0.95,28.86,1.09,1.02,1.13
127109,0.08,0.00,0.96,29.00,1.32,0.92,1.14
127213,0.07,0.00,0.95,28.91,1.31,0.95,0.94
127318,0.07,0.00,0.95,28.81,1.30,0.84,1.10
127423,0.08,0.00,0.94,28.91,1.30,0.94,0.98
127527,0.08,0.01,0.97,29.00,1.43,0.88,0.98
127632,0.07,0.01,0.95,28.95,1.45,0.94,1.17
127736,0.07,0.00,0.95,28.95,1.18,1.02,0.98
127841,0.07,0.00,0.95,28.86,1.21,0.89,1.02
127945,0.08,0.01,0.95,28.95,1.48,0.79,0.89
128050,0.08,0.01,0.95,28.91,1.27,0.98,1.12
128155,0.08,0.01,0.94,28.91,1.32,0.86,0.92
128260,0.08,-0.00,0.94,28.91,1.21,0.83,0.98
128364,0.08,0.00,0.94,28.91,1.36,1.04,0.97
128468,0.07,0.01,0.96,28.91,1.29,1.04,1.03
128573,0.07,-0.00,0.95,29.00,1.37,1.11,0.91
128677,0.07,0.01,0.95,28.91,1.37,0.94,0.99
128783,0.08,0.01,0.96,28.91,1.33,0.95,1.12
128887,0.07,0.01,0.95,28.91,1.46,0.87,0.94
128992,0.08,0.01,0.96,28.95,1.36,1.04,0.92
129096,0.07,0.00,0.94,28.95,1.27,0.90,1.15
129201,0.08,0.01,0.95,28.95,1.36,0.92,0.84
129305,0.07,-0.00,0.95,29.00,1.36,1.07,0.93
129410,0.07,0.01,0.95,29.00,1.34,0.98,0.96
129515,0.07,-0.00,0.95,28.81,1.38,1.00,1.01
129619,0.08,0.00,0.95,28.91,1.31,0.95,0.83
129724,0.08,0.00,0.97,28.95,1.27,0.95,0.98
129828,0.08,0.00,0.94,28.86,1.29,1.00,0.87
129933,0.08,0.01,0.96,29.00,1.26,0.95,0.93
130037,0.08,0.01,0.95,28.91,1.40,0.88,0.88
130142,0.08,0.01,0.94,28.95,1.32,1.21,0.98
130247,0.08,0.01,0.95,28.86,1.32,0.97,0.97
130352,0.08,0.01,0.95,28.86,1.34,0.98,0.93
130456,0.08,0.01,0.96,28.95,1.40,1.10,1.06
130561,0.07,0.01,0.95,28.86,1.40,0.82,1.10
130665,0.07,0.01,0.95,28.91,1.40,1.09,0.98
130769,0.07,0.00,0.94,29.00,1.29,0.95,0.85
130874,0.08,0.01,0.95,28.91,1.42,1.05,1.01
130979,0.07,0.01,0.95,28.95,1.37,0.95,0.85
131084,0.07,0.00,0.96,28.95,1.33,0.98,1.05
131188,0.08,0.01,0.96,28.91,1.37,1.10,1.05
131293,0.07,0.00,0.94,28.91,1.27,0.80,0.92
131397,0.07,0.01,0.96,29.00,1.30,1.09,1.10
131502,0.07,0.01,0.94,29.05,1.44,0.97,1.10
131606,0.08,0.01,0.94,29.00,1.21,1.01,1.00
131712,0.07,0.00,0.95,28.91,1.41,0.97,1.20
131816,0.08,0.00,0.95,29.00,1.34,0.95,1.01
131920,0.08,0.00,0.95,28.91,1.47,0.95,1.02
132025,0.07,0.00,0.94,28.91,1.24,0.89,1.05
132129,0.07,0.00,0.95,28.86,1.47,1.00,1.05
132234,0.08,0.00,0.94,28.95,1.32,1.07,1.05
132338,0.07,0.01,0.96,29.00,1.35,0.82,0.96
132444,0.07,-0.00,0.95,29.00,1.51,1.04,1.05
132548,0.08,0.00,0.96,28.91,1.40,0.73,1.02
132653,0.07,0.00,0.95,28.91,1.22,1.11,0.93
132757,0.08,0.01,0.95,28.91,1.18,0.85,0.94
132861,0.07,0.00,0.96,28.95,1.42,1.11,1.00
132966,0.08,0.00,0.95,28.86,1.24,0.93,0.97
133070,0.08,0.01,0.95,29.00,1.32,1.04,0.99
133176,0.08,-0.00,0.94,28.91,1.30,0.95,0.90
133280,0.07,0.01,0.96,28.86,1.31,1.12,0.89
133385,0.07,0.00,0.96,28.86,1.40,1.03,1.08
133489,0.08,0.01,0.94,28.95,1.43,0.99,0.95
133594,0.08,0.00,0.95,28.77,1.31,1.02,0.92
133698,0.08,0.00,0.95,28.95,1.37,0.99,0.83
133803,0.08,0.00,0.95,29.00,1.27,0.81,0.91
133908,0.08,-0.00,0.95,28.91,1.25,1.02,0.85
134012,0.08,0.01,0.96,28.86,1.37,1.02,0.98
134117,0.07,0.00,0.95,28.95,1.18,0.93,0.92
134221,0.07,0.01,0.95,28.95,1.42,1.02,1.20
134326,0.07,0.01,0.95,28.86,1.37,0.99,0.89
134430,0.07,0.00,0.95,28.95,1.47,0.94,1.00
134535,0.07,0.01,0.96,28.91,1.36,1.03,1.14
134640,0.08,0.01,0.95,28.91,1.39,0.84,1.08
134745,0.08,0.00,0.95,29.00,1.60,1.03,1.03
134849,0.07,0.00,0.95,28.95,1.38,0.95,1.02
134953,0.08,0.00,0.95,28.91,1.36,1.03,0.96
135058,0.07,0.01,0.95,28.91,1.47,1.00,0.92
135162,0.07,0.00,0.96,28.91,1.39,0.95,0.97
135267,0.07,0.00,0.96,28.95,1.39,1.11,0.92
135372,0.08,0.01,0.94,28.86,1.37,0.93,0.98
135477,0.07,0.01,0.96,28.95,1.25,1.08,0.98
135581,0.08,0.01,0.95,28.91,1.23,1.03,0.94
135686,0.07,0.01,0.96,29.00,1.35,0.95,0.98
135790,0.08,0.01,0.95,28.91,1.20,0.93,0.95
135895,0.08,0.00,0.94,29.00,1.36,1.02,1.01
136000,0.08,0.01,0.96,28.91,1.40,0.95,0.96
136104,0.08,0.01,0.94,28.95,1.27,0.98,0.98
136209,0.07,0.00,0.96,28.86,1.49,1.06,0.92
136313,0.07,0.01,0.95,28.91,1.37,0.81,0.90
136418,0.08,0.01,0.96,28.91,1.40,0.92,1.01
136522,0.08,-0.01,0.95,28.91,1.40,0.88,0.98
136627,0.07,0.00,0.96,28.81,1.32,0.73,1.02
136732,0.07,0.01,0.95,28.95,1.25,1.01,1.00
136837,0.08,0.01,0.95,28.91,1.30,0.98,1.00
136941,0.08,-0.00,0.95,28.91,1.39,0.99,0.84
137046,0.08,0.01,0.94,28.91,1.31,0.93,1.11
137150,0.07,0.01,0.96,29.00,1.24,1.15,0.93
137254,0.07,0.00,0.94,28.91,1.27,0.87,1.06
137359,0.08,0.01,0.95,28.81,1.47,0.96,1.05
137464,0.07,0.01,0.95,28.95,1.41,1.19,0.98
137569,0.08,0.01,0.95,28.86,1.40,0.88,0.95
137673,0.08,0.00,0.96,28.95,1.45,1.06,0.89
137778,0.08,0.00,0.94,28.86,1.46,1.09,1.05
137882,0.07,0.01,0.95,28.91,1.40,0.98,0.98
137987,0.07,0.00,0.94,28.91,1.31,0.89,1.07
138091,0.08,0.01,0.96,29.00,1.44,0.99,1.04
138196,0.07,0.01,0.95,28.86,1.29,0.89,1.13
138301,0.08,0.00,0.95,28.95,1.41,0.78,0.98
138405,0.08,0.00,0.96,29.00,1.49,0.98,0.98
138510,0.07,0.00,0.95,29.00,1.22,1.15,0.99
138614,0.08,0.00,0.96,28.95,1.34,1.04,1.02
138719,0.08,0.01,0.94,28.86,1.34,0.98,1.00
138823,0.07,0.00,0.96,28.91,1.34,1.05,1.06
138929,0.07,0.00,0.94,28.95,1.26,0.96,0.85
139033,0.07,0.01,0.95,28.95,1.44,1.01,1.05
139138,0.08,0.00,0.96,29.05,1.32,1.08,1.04
139242,0.07,0.00,0.94,28.95,1.23,0.95,0.99
139346,0.08,0.00,0.95,28.95,1.31,0.96,0.98
139451,0.07,0.01,0.94,28.91,1.39,1.07,1.08
139555,0.07,0.00,0.96,29.00,1.34,0.98,0.96
139661,0.08,0.01,0.94,28.91,1.40,0.97,1.07
139765,0.08,-0.00,0.96,28.95,1.21,0.99,1.02
139870,0.07,0.01,0.95,28.95,1.41,0.83,1.01
