Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
13655,0.04,-0.99,0.08,29.14,1.27,1.06,0.90
13760,0.05,-1.03,0.09,29.19,1.02,0.88,1.11
13864,0.05,-1.00,0.09,29.19,1.40,1.15,1.03
13969,0.05,-1.02,0.08,29.14,1.12,1.02,1.10
14073,0.06,-1.01,0.07,29.19,1.56,0.83,1.15
14178,0.05,-1.01,0.09,29.19,1.39,0.83,1.00
14282,0.05,-1.03,0.07,29.14,1.40,0.95,1.24
14387,0.05,-0.99,0.08,29.09,1.31,0.74,0.76
14491,0.05,-1.03,0.07,29.09,1.48,1.05,1.10
14596,0.05,-1.00,0.09,29.19,1.18,0.95,0.85
14701,0.05,-1.02,0.08,29.19,1.57,0.69,1.02
14806,0.05,-1.02,0.08,29.19,1.24,1.03,0.94
14910,0.05,-1.01,0.09,29.09,1.60,0.92,0.91
15014,0.06,-1.02,0.08,29.19,1.29,0.96,0.93
15119,0.05,-0.99,0.08,29.19,1.39,0.93,1.05
15223,0.05,-1.03,0.08,29.09,1.37,1.09,1.12
15328,0.06,-1.00,0.08,29.14,1.49,0.95,0.88
15432,0.05,-1.03,0.08,29.14,1.16,1.07,0.89
15537,0.05,-1.01,0.09,29.24,1.47,0.75,1.15
15642,0.04,-1.02,0.08,29.14,1.27,0.98,1.00
15747,0.05,-1.01,0.08,29.14,1.51,0.79,0.90
15851,0.05,-1.00,0.08,29.14,1.48,1.04,1.08
15955,0.05,-1.03,0.08,29.09,1.40,0.90,0.95
16060,0.05,-0.99,0.08,29.28,1.30,0.89,0.95
16164,0.05,-1.03,0.08,29.09,1.53,0.93,1.24
16269,0.04,-1.00,0.08,29.19,1.19,0.86,1.00
16373,0.05,-1.02,0.07,29.19,1.34,0.89,1.24
16478,0.06,-1.01,0.08,29.19,1.28,1.08,0.96
16582,0.05,-1.01,0.08,29.09,1.32,0.91,1.08
16688,0.05,-1.02,0.08,29.24,1.23,0.92,0.98
16792,0.05,-0.99,0.07,29.24,1.55,0.97,1.00
16897,0.06,-1.03,0.08,29.19,1.35,0.98,1.05
17001,0.04,-0.99,0.08,29.09,1.24,0.90,0.82
17105,0.05,-1.03,0.08,29.24,1.28,1.06,0.95
17210,0.05,-1.00,0.08,29.24,1.18,0.98,0.85
17314,0.06,-1.02,0.07,29.19,1.38,0.95,1.08
17419,0.05,-1.01,0.07,29.19,1.15,1.04,0.88
17523,0.05,-1.01,0.08,29.19,1.49,0.95,1.13
17629,0.05,-1.02,0.08,29.19,1.02,1.07,0.89
17733,0.04,-1.00,0.08,29.09,1.32,0.98,1.04
17838,0.06,-1.03,0.07,29.19,0.96,0.98,0.99
17942,0.05,-0.99,0.08,29.19,1.64,1.03,0.95
18046,0.05,-1.03,0.07,29.09,1.20,1.02,0.96
18151,0.05,-1.00,0.08,29.19,1.65,0.98,0.81
18255,0.05,-1.02,0.07,29.09,1.05,0.98,0.79
18360,0.05,-1.01,0.08,29.14,1.47,0.89,0.93
18464,0.05,-1.01,0.08,29.19,1.26,1.00,1.02
18569,0.05,-1.03,0.08,29.19,1.52,1.11,1.00
18674,0.05,-1.00,0.08,29.24,1.17,1.02,0.85
18779,0.05,-1.03,0.08,29.14,1.19,0.78,1.24
18883,0.05,-0.99,0.09,29.14,1.22,0.92,1.04
18988,0.06,-1.03,0.08,29.14,1.24,0.89,1.10
19092,0.05,-1.00,0.08,29.05,1.32,1.02,0.98
19196,0.04,-1.01,0.08,29.09,1.27,0.95,1.06
19301,0.05,-1.02,0.09,29.09,1.27,1.05,1.01
19405,0.05,-1.01,0.08,29.19,1.28,1.00,0.97
19510,0.05,-1.04,0.08,29.19,1.27,1.02,0.98
19615,0.05,-0.99,0.07,29.09,1.26,1.10,1.00
19720,0.05,-1.04,0.08,29.09,1.51,0.82,1.02
19824,0.05,-1.00,0.08,29.09,1.31,0.96,0.75
19929,0.05,-1.03,0.08,29.24,1.47,1.02,0.95
20033,0.05,-1.01,0.07,29.24,1.15,0.92,0.92
20137,0.05,-1.01,0.07,29.14,1.55,1.02,0.92
20242,0.05,-1.02,0.08,29.24,1.21,0.95,0.99
20346,0.04,-1.00,0.06,29.24,1.53,0.95,0.98
20451,0.06,-1.03,0.08,29.24,0.97,1.03,1.15
20555,0.05,-1.00,0.08,29.14,1.47,0.91,0.97
20661,0.06,-1.03,0.08,29.14,1.11,1.06,1.11
20765,0.05,-1.00,0.07,29.14,1.53,1.08,1.07
20870,0.05,-1.02,0.08,29.14,1.38,0.82,1.08
20974,0.05,-1.01,0.08,29.24,1.49,1.01,1.04
21079,0.04,-1.00,0.08,29.24,1.50,1.03,0.92
21183,0.05,-1.03,0.08,29.14,1.25,1.08,0.87
21287,0.05,-0.99,0.08,29.24,1.51,1.11,1.04
21392,0.05,-1.02,0.07,29.19,1.34,1.03,1.05
21496,0.05,-0.99,0.08,29.19,1.34,0.80,0.89
21602,0.05,-1.03,0.08,29.24,1.08,1.07,0.97
21706,0.05,-1.00,0.08,29.14,1.50,1.08,0.93
21811,0.05,-1.01,0.08,29.19,1.23,1.04,0.89
21915,0.06,-1.02,0.08,29.19,1.45,0.91,0.99
22020,0.04,-1.01,0.07,29.19,1.21,0.98,0.89
22124,0.05,-1.03,0.08,29.14,1.53,1.02,0.99
22228,0.05,-1.00,0.08,29.19,1.15,0.96,0.76
